OG0000099	Solyc08g150135.1.1, Solyc05g150118.1.1, Solyc11g056635.1.1, Solyc09g031595.1.1, Solyc01g081605.1.1, Solyc02g065757.1.1, Solyc06g050293.1.1, Solyc06g150116.1.1, Solyc05g150148.1.1, Solyc04g014613.1.1, Solyc06g150110.1.1, Solyc04g014640.2.1, Solyc05g041785.1.1, Solyc04g054522.1.1, Solyc09g150138.1.1, Solyc03g094155.1.1, Solyc06g061015.1.1, Solyc09g061633.1.1, Solyc09g011455.1.1, Solyc03g078537.1.1, Solyc12g042797.1.1, Solyc10g150131.1.1, Solyc10g150135.1.1, Solyc06g049037.1.1, Solyc08g015755.1.1, Solyc09g014785.1.1, Solyc11g072605.1.1, Solyc02g071535.1.1, Solyc05g013535.1.1, Solyc12g049175.1.1, Solyc02g089465.1.1, Solyc08g014605.1.1, Solyc02g063455.1.1, Solyc11g011373.1.1, Solyc07g150106.1.1, Solyc11g065555.1.1, Solyc11g042857.1.1, Solyc11g066163.1.1, Solyc07g042105.1.1, Solyc06g150108.1.1, Solyc05g010735.1.1, Solyc10g054015.1.1, Solyc08g014614.1.1, Solyc05g050007.1.1, Solyc01g010755.1.1, Solyc05g015180.2.1, Solyc09g061637.1.1	ANN02385-RA
OG0000111	Solyc08g079860.2.1	ANN28126-RA
OG0000111	Solyc08g007650.1.1	ANN28058-RA, ANN37429-RA, ANN38298-RA
OG0000111	Solyc08g007690.1.1	ANN30267-RA
OG0000111	Solyc02g072370.1.1	ANN12437-RA
OG0000111	Solyc08g079850.3.1, Solyc08g079910.2.1	ANN28057-RA
OG0000111	Solyc08g079870.3.1, Solyc08g079840.2.1	ANN28129-RA
OG0000112	Solyc05g010390.1.1	ANN37291-RA, ANN19914-RA
OG0000114	Solyc03g044205.1.1, Solyc12g014595.1.1, Solyc06g011275.1.1, Solyc10g049415.1.1	ANN06311-RA
OG0000115	Solyc12g036740.1.1	ANN23329-RA, ANN32273-RA, ANN15156-RA, ANN03814-RA, ANN08968-RA, ANN08957-RA, ANN29204-RA, ANN13663-RA, ANN13685-RA, ANN03183-RA, ANN17831-RA, ANN37713-RA, ANN31350-RA
OG0000119	Solyc01g067447.1.1, Solyc01g057675.1.1	ANN02219-RA, ANN23386-RA
OG0000119	Solyc07g019640.1.1, Solyc10g080788.1.1, Solyc04g049893.1.1	ANN02100-RA
OG0000120	Solyc12g044455.1.1	ANN37514-RA
OG0000122	Solyc00g019750.1.1	ANN34349-RA, ANN23326-RA, ANN34213-RA, ANN03964-RA, ANN15619-RA, ANN20298-RA, ANN24771-RA, ANN09487-RA, ANN26020-RA, ANN02263-RA, ANN17328-RA, ANN29524-RA, ANN26060-RA, ANN23327-RA, ANN24328-RA, ANN05655-RA, ANN35727-RA, ANN04021-RA, ANN39203-RA, ANN34350-RA, ANN21679-RA, ANN31359-RA, ANN15991-RA, ANN31722-RA, ANN31376-RA, ANN02347-RA
OG0000123	Solyc05g017793.1.1	ANN34261-RA
OG0000123	Solyc01g057180.2.1	ANN20850-RA, ANN31702-RA, ANN09773-RA, ANN02745-RA, ANN03872-RA, ANN37695-RA, ANN15260-RA, ANN35095-RA, ANN16913-RA, ANN24564-RA, ANN40152-RA, ANN23367-RA, ANN13333-RA, ANN20511-RA, ANN25772-RA, ANN36426-RA, ANN12746-RA, ANN29860-RA, ANN38671-RA, ANN35132-RA, ANN15001-RA, ANN03401-RA, ANN15360-RA, ANN20849-RA, ANN24565-RA, ANN37503-RA, ANN26629-RA, ANN21513-RA, ANN10359-RA, ANN16912-RA, ANN08804-RA, ANN34262-RA, ANN29184-RA, ANN24361-RA, ANN10358-RA, ANN15185-RA
OG0000124	Solyc01g080740.1.1, Solyc08g150107.1.1	ANN23168-RA, ANN18340-RA, ANN28931-RA
OG0000124	Solyc12g042870.1.1	ANN28878-RA, ANN34327-RA, ANN13473-RA, ANN36518-RA, ANN36482-RA, ANN13652-RA, ANN32365-RA, ANN36881-RA, ANN36889-RA, ANN08550-RA, ANN38621-RA, ANN20083-RA, ANN17616-RA, ANN13797-RA, ANN13218-RA, ANN38487-RA, ANN14782-RA, ANN37421-RA, ANN02230-RA, ANN05002-RA, ANN02675-RA
OG0000125	Solyc08g066705.1.1	ANN15793-RA, ANN36299-RA, ANN29485-RA, ANN15730-RA, ANN15051-RA, ANN20309-RA, ANN06396-RA, ANN32087-RA, ANN32343-RA, ANN03825-RA, ANN08970-RA, ANN38778-RA
OG0000126	Solyc11g022490.1.1	ANN17724-RA, ANN37576-RA, ANN17599-RA, ANN34196-RA, ANN02204-RA, ANN38438-RA, ANN05371-RA, ANN34420-RA, ANN23379-RA, ANN37976-RA, ANN15486-RA, ANN03505-RA, ANN35659-RA, ANN17335-RA, ANN17087-RA, ANN15095-RA, ANN39038-RA, ANN05774-RA, ANN23731-RA, ANN15062-RA, ANN05228-RA, ANN20941-RA, ANN06061-RA, ANN16318-RA
OG0000128	Solyc09g055220.1.1	ANN09667-RA, ANN15552-RA, ANN24461-RA, ANN13719-RA, ANN08890-RA, ANN17534-RA, ANN09665-RA, ANN17512-RA, ANN13460-RA, ANN34416-RA, ANN08877-RA, ANN35577-RA, ANN39446-RA, ANN39434-RA, ANN16199-RA, ANN05527-RA, ANN21188-RA, ANN36152-RA, ANN21352-RA, ANN31967-RA, ANN10039-RA, ANN36021-RA, ANN24718-RA, ANN35326-RA, ANN21772-RA, ANN36243-RA, ANN05852-RA, ANN29890-RA, ANN34409-RA, ANN09044-RA, ANN17145-RA, ANN38972-RA, ANN13674-RA, ANN15101-RA, ANN33944-RA, ANN33946-RA
OG0000132	Solyc10g019230.2.1, Solyc11g050930.1.1, Solyc11g051090.1.1, Solyc11g027800.1.1	ANN32189-RA
OG0000132	Solyc05g011870.1.1	ANN19953-RA, ANN19948-RA
OG0000132	Solyc11g067320.1.1, Solyc11g067343.1.1, Solyc05g011910.3.1	ANN01228-RA
OG0000132	Solyc09g055500.1.1, Solyc05g011900.1.1	ANN19957-RA
OG0000132	Solyc05g011890.1.1	ANN19956-RA
OG0000132	Solyc03g006047.1.1, Solyc03g006043.1.1	ANN04604-RA
OG0000132	Solyc12g021150.1.1, Solyc10g019210.1.1, Solyc05g011887.1.1, Solyc11g050900.2.1, Solyc10g019200.3.1, Solyc09g057883.1.1, Solyc05g011860.1.1	ANN19952-RA
OG0000133	Solyc10g018880.1.1	ANN35184-RA, ANN17899-RA, ANN22898-RA, ANN20679-RA, ANN26364-RA, ANN00019-RA, ANN00667-RA, ANN27374-RA, ANN11007-RA, ANN24537-RA
OG0000133	Solyc04g081675.1.1	ANN26160-RA, ANN03446-RA, ANN20676-RA, ANN04468-RA, ANN29048-RA, ANN35884-RA, ANN13043-RA, ANN16327-RA, ANN01008-RA, ANN24806-RA, ANN38114-RA, ANN26257-RA, ANN18102-RA, ANN27024-RA, ANN16334-RA, ANN16286-RA, ANN29107-RA, ANN05711-RA, ANN16834-RA, ANN31264-RA
OG0000138	Solyc01g010067.1.1	ANN39985-RA, ANN18014-RA, ANN38962-RA, ANN40040-RA, ANN20650-RA, ANN20656-RA, ANN20651-RA, ANN06214-RA, ANN03173-RA, ANN29264-RA, ANN08929-RA, ANN08952-RA, ANN20659-RA, ANN06215-RA, ANN17416-RA, ANN23740-RA, ANN05229-RA, ANN36966-RA, ANN29500-RA, ANN33920-RA, ANN33961-RA, ANN23741-RA, ANN28474-RA, ANN02835-RA, ANN20607-RA, ANN31053-RA, ANN29170-RA, ANN19951-RA, ANN40067-RA, ANN20247-RA, ANN08515-RA, ANN35071-RA, ANN02836-RA
OG0000139	Solyc11g032010.1.1	ANN31868-RA
OG0000139	Solyc02g150105.1.1	ANN16350-RA, ANN23469-RA, ANN37053-RA, ANN40095-RA, ANN23256-RA, ANN29390-RA, ANN20385-RA, ANN15641-RA, ANN26305-RA, ANN23697-RA, ANN15640-RA, ANN26306-RA, ANN24752-RA, ANN23843-RA, ANN13790-RA, ANN37051-RA, ANN23245-RA, ANN21519-RA, ANN23255-RA, ANN17100-RA, ANN20384-RA, ANN26307-RA, ANN35736-RA, ANN38253-RA, ANN20420-RA, ANN38249-RA, ANN38453-RA, ANN20725-RA
OG0000144	Solyc04g150128.1.1	ANN03310-RA, ANN06178-RA, ANN25943-RA, ANN20873-RA, ANN21364-RA, ANN05643-RA, ANN34133-RA, ANN31531-RA, ANN15974-RA, ANN29475-RA, ANN02598-RA, ANN09071-RA, ANN31794-RA, ANN26352-RA, ANN35573-RA, ANN28952-RA, ANN20756-RA, ANN05727-RA, ANN09289-RA, ANN26146-RA, ANN35639-RA, ANN36018-RA, ANN02903-RA, ANN15234-RA, ANN21066-RA, ANN21089-RA, ANN17554-RA, ANN06060-RA, ANN26198-RA, ANN03147-RA, ANN17162-RA, ANN36113-RA, ANN20446-RA, ANN14973-RA, ANN03923-RA, ANN02799-RA
OG0000147	Solyc04g054440.3.1	ANN26832-RA
OG0000147	Solyc01g060460.2.1	ANN02364-RA
OG0000147	Solyc01g068297.1.1, Solyc01g068293.1.1	ANN02187-RA
OG0000147	Solyc01g068320.3.1	ANN02039-RA
OG0000147	Solyc08g062000.3.1, Solyc08g061990.1.1	ANN29095-RA
OG0000147	Solyc08g077650.1.1	ANN38889-RA
OG0000148	Solyc03g034207.1.1	ANN38014-RA, ANN38206-RA, ANN36823-RA, ANN38210-RA, ANN05199-RA, ANN08266-RA, ANN34806-RA, ANN23006-RA
OG0000148	Solyc03g034332.1.1	ANN37670-RA, ANN31305-RA
OG0000148	Solyc07g008677.1.1	ANN04971-RA, ANN31132-RA
OG0000149	Solyc11g065990.2.1	ANN30963-RA
OG0000149	Solyc06g076090.3.1	ANN19188-RA
OG0000149	Solyc10g080500.2.1	ANN22592-RA
OG0000149	Solyc05g054480.3.1	ANN22160-RA
OG0000149	Solyc04g011500.3.1	ANN25577-RA
OG0000149	Solyc03g078400.3.1, Solyc11g005330.2.1	ANN06223-RA
OG0000149	Solyc01g104770.4.1	ANN00625-RA
OG0000149	Solyc10g086460.2.1	ANN22351-RA
OG0000149	Solyc04g049210.3.1, Solyc04g071220.1.1, Solyc09g010760.2.1, Solyc11g039660.1.1, Solyc04g071270.1.1, Solyc04g071260.3.1	ANN27077-RA
OG0000150	Solyc11g150138.1.1	ANN38229-RA, ANN02105-RA, ANN21778-RA, ANN38372-RA, ANN37961-RA, ANN05069-RA, ANN15524-RA, ANN24090-RA, ANN21723-RA, ANN21777-RA, ANN15122-RA, ANN20491-RA, ANN15123-RA, ANN23482-RA, ANN13499-RA, ANN31901-RA, ANN35877-RA, ANN05769-RA, ANN31900-RA, ANN21776-RA, ANN03298-RA, ANN38632-RA, ANN02167-RA, ANN15394-RA, ANN23480-RA, ANN35749-RA, ANN15393-RA, ANN15656-RA, ANN03852-RA
OG0000151	Solyc12g017883.1.1	ANN05686-RA, ANN34431-RA, ANN10024-RA, ANN34430-RA, ANN31733-RA, ANN13504-RA, ANN31537-RA, ANN21017-RA, ANN23264-RA, ANN23295-RA, ANN23286-RA, ANN23267-RA, ANN15844-RA, ANN29756-RA, ANN23430-RA, ANN02623-RA, ANN24879-RA, ANN02879-RA, ANN06345-RA, ANN29736-RA, ANN37629-RA, ANN15846-RA, ANN12688-RA, ANN15749-RA, ANN10018-RA, ANN17333-RA, ANN21408-RA, ANN35374-RA, ANN35426-RA, ANN29998-RA, ANN23278-RA, ANN23271-RA, ANN37081-RA, ANN32149-RA, ANN15845-RA
OG0000157	Solyc05g009583.1.1	ANN06730-RA
OG0000157	Solyc11g017210.3.1, Solyc03g113110.1.1, Solyc06g054040.1.1, Solyc02g092170.1.1, Solyc05g007700.1.1, Solyc01g066670.1.1, Solyc09g018210.1.1, Solyc05g047400.1.1, Solyc02g150118.1.1, Solyc01g066660.1.1, Solyc01g018040.1.1, Solyc03g083930.1.1, Solyc11g020215.1.1, Solyc03g082435.1.1, Solyc04g070995.1.1, Solyc03g083920.1.1, Solyc02g084470.1.1, Solyc07g042610.2.1, Solyc01g110070.3.1, Solyc01g150145.1.1, Solyc12g011027.1.1, Solyc01g066625.1.1, Solyc03g094125.1.1, Solyc10g044585.1.1, Solyc04g072045.1.1, Solyc03g150148.1.1, Solyc04g071265.1.1, Solyc01g016665.1.1, Solyc05g009587.1.1, Solyc07g042600.3.1, Solyc01g067920.1.1, Solyc04g051220.1.1	ANN26736-RA
OG0000158	Solyc04g074580.1.1	ANN32702-RA
OG0000158	Solyc04g081145.1.1	ANN27715-RA
OG0000158	Solyc04g049470.2.1	ANN09011-RA
OG0000158	Solyc01g086820.4.1	ANN01780-RA
OG0000159	Solyc08g081945.1.1	ANN27970-RA
OG0000159	Solyc01g095490.3.1	ANN01318-RA
OG0000159	Solyc02g083570.3.1	ANN11926-RA
OG0000159	Solyc03g033410.4.1	ANN30678-RA
OG0000159	Solyc08g008220.3.1	ANN30231-RA
OG0000159	Solyc12g056100.3.1	ANN33591-RA
OG0000159	Solyc06g082595.1.1, Solyc06g007510.3.1	ANN16792-RA, ANN19292-RA
OG0000171	Solyc02g023940.3.1	ANN06181-RA
OG0000171	Solyc04g015500.3.1	ANN37397-RA
OG0000172	Solyc08g150139.1.1	ANN30946-RA, ANN28798-RA
OG0000172	Solyc04g054915.1.1	ANN17803-RA, ANN15625-RA, ANN26878-RA
OG0000173	Solyc07g022805.1.1	ANN39548-RA, ANN35588-RA, ANN40189-RA, ANN39896-RA, ANN40160-RA, ANN05554-RA, ANN23395-RA, ANN03977-RA, ANN21314-RA, ANN03676-RA
OG0000173	Solyc12g038580.2.1	ANN03034-RA
OG0000173	Solyc10g046770.3.1	ANN24187-RA, ANN23996-RA, ANN24213-RA, ANN17050-RA, ANN39587-RA
OG0000176	Solyc01g017825.1.1	ANN26347-RA
OG0000177	Solyc11g007920.1.1	ANN32801-RA
OG0000177	Solyc06g074790.2.1	ANN19093-RA
OG0000177	Solyc06g074780.1.1	ANN19092-RA
OG0000177	Solyc06g005390.1.1	ANN16687-RA
OG0000177	Solyc12g011455.1.1	ANN34625-RA
OG0000177	Solyc11g066430.2.1	ANN30921-RA
OG0000177	Solyc05g055440.1.1	ANN22229-RA
OG0000177	Solyc03g071620.2.1	ANN05276-RA
OG0000178	Solyc06g075675.1.1	ANN38350-RA, ANN18505-RA, ANN16389-RA, ANN37005-RA, ANN37012-RA, ANN15021-RA, ANN06618-RA, ANN01708-RA, ANN04083-RA, ANN00699-RA, ANN17094-RA, ANN31271-RA, ANN16316-RA, ANN15206-RA, ANN05942-RA, ANN17372-RA, ANN38406-RA, ANN38347-RA, ANN38569-RA, ANN29908-RA, ANN20814-RA, ANN17095-RA, ANN29909-RA, ANN29995-RA, ANN38477-RA, ANN14820-RA, ANN33764-RA, ANN29371-RA
OG0000184	Solyc04g039695.1.1	ANN32043-RA, ANN38242-RA
OG0000184	Solyc01g057007.1.1, Solyc04g049925.1.1, Solyc01g058003.1.1, Solyc04g045425.1.1, Solyc11g020823.1.1, Solyc09g018235.1.1, Solyc06g031718.1.1, Solyc07g009237.1.1, Solyc01g066055.1.1, Solyc08g150113.1.1, Solyc06g150107.1.1, Solyc01g014055.1.1, Solyc02g014525.1.1, Solyc04g051625.1.1, Solyc09g014945.1.1, Solyc05g025925.1.1, Solyc09g150114.1.1, Solyc08g041685.1.1, Solyc11g020827.1.1, Solyc01g056575.1.1, Solyc12g040285.1.1, Solyc04g050745.1.1, Solyc10g049478.1.1	ANN32207-RA
OG0000184	Solyc11g044947.1.1	ANN21556-RA
OG0000185	Solyc02g032845.1.1	ANN18469-RA, ANN15643-RA, ANN09135-RA, ANN20635-RA, ANN24602-RA
OG0000185	Solyc12g036820.2.1	ANN33833-RA, ANN20636-RA, ANN04745-RA, ANN10556-RA, ANN33834-RA, ANN05345-RA, ANN38059-RA, ANN10225-RA, ANN04145-RA, ANN12625-RA, ANN05346-RA, ANN37416-RA, ANN16232-RA, ANN28491-RA, ANN03506-RA, ANN26676-RA, ANN05707-RA, ANN05347-RA, ANN13566-RA, ANN31107-RA, ANN18470-RA
OG0000186	Solyc03g058720.1.1	ANN06106-RA, ANN35515-RA, ANN36530-RA, ANN36536-RA, ANN10177-RA, ANN06114-RA, ANN35490-RA
OG0000186	Solyc12g035380.1.1	ANN32006-RA, ANN20882-RA, ANN35506-RA, ANN32007-RA, ANN32010-RA, ANN10060-RA, ANN09639-RA, ANN31990-RA, ANN10176-RA, ANN35548-RA, ANN09643-RA, ANN23639-RA, ANN10192-RA, ANN31989-RA, ANN31997-RA, ANN09642-RA, ANN35486-RA, ANN35887-RA
OG0000187	Solyc07g019520.1.1	ANN10183-RA
OG0000193	Solyc05g150128.1.1	ANN13169-RA
OG0000193	Solyc04g049105.1.1	ANN05412-RA, ANN23703-RA, ANN35924-RA
OG0000194	Solyc10g017985.1.1	ANN23822-RA
OG0000199	Solyc04g049875.1.1	ANN39525-RA, ANN39501-RA, ANN26435-RA, ANN26619-RA, ANN26593-RA, ANN16222-RA, ANN24892-RA, ANN35323-RA, ANN26444-RA, ANN23107-RA
OG0000199	Solyc05g018657.1.1, Solyc07g014595.1.1, Solyc05g015885.1.1, Solyc03g116175.1.1, Solyc03g116177.1.1, Solyc01g016565.1.1, Solyc03g078635.1.1, Solyc08g016725.1.1, Solyc08g150108.1.1, Solyc08g015631.1.1, Solyc08g015636.1.1, Solyc08g015632.1.1, Solyc04g049873.1.1	ANN38613-RA, ANN38029-RA
OG0000200	Solyc06g005910.4.1	ANN16761-RA
OG0000200	Solyc06g076640.3.1	ANN19222-RA
OG0000200	Solyc03g025730.3.1	ANN04791-RA
OG0000200	Solyc06g035970.3.1	ANN17611-RA
OG0000200	Solyc10g080940.3.1	ANN36489-RA
OG0000200	Solyc03g118760.4.1	ANN07448-RA
OG0000200	Solyc04g081490.3.1	ANN27744-RA
OG0000200	Solyc12g089310.2.1, Solyc04g150156.1.1	ANN33385-RA
OG0000201	Solyc05g015654.1.1	ANN27492-RA
OG0000202	Solyc06g034237.1.1	ANN39110-RA
OG0000203	Solyc11g062160.1.1	ANN09149-RA, ANN17487-RA, ANN34189-RA, ANN34148-RA, ANN10161-RA, ANN26065-RA, ANN17486-RA, ANN03531-RA, ANN21902-RA, ANN35773-RA, ANN37213-RA, ANN36350-RA, ANN16233-RA, ANN08987-RA, ANN17977-RA, ANN13252-RA, ANN34140-RA, ANN17488-RA, ANN06308-RA, ANN06304-RA, ANN06307-RA, ANN09148-RA, ANN09744-RA, ANN21715-RA, ANN37214-RA, ANN17978-RA, ANN09485-RA, ANN21901-RA
OG0000211	Solyc10g011660.3.1	ANN24878-RA
OG0000211	Solyc00g254910.1.1, Solyc00g500286.1.1	ANN24882-RA
OG0000211	Solyc00g500214.1.1, Solyc00g500284.1.1	ANN17794-RA
OG0000211	Solyc01g095580.3.1	ANN01308-RA
OG0000211	Solyc05g050280.3.1	ANN21841-RA
OG0000211	Solyc10g009610.2.1	ANN24886-RA
OG0000211	Solyc06g048710.2.1	ANN37500-RA, ANN37493-RA
OG0000211	Solyc00g500218.1.1	ANN24880-RA
OG0000211	Solyc00g500216.1.1, Solyc10g011650.3.1, Solyc10g009620.3.1	ANN17797-RA
OG0000217	Solyc00g500126.1.1, Solyc00g500043.1.1, Solyc00g500278.1.1, Solyc00g500196.1.1, Solyc00g500084.1.1, Solyc04g045540.1.1, Solyc01g017240.1.1, Solyc10g062235.1.1, Solyc01g017480.1.1, Solyc11g044670.1.1, Solyc11g021310.1.1, Solyc00g500190.1.1, Solyc11g044680.3.1, Solyc00g500040.1.1, Solyc02g011860.1.1, Solyc12g036550.3.1, Solyc08g043160.1.1, Solyc05g016220.1.1, Solyc08g016000.2.1, Solyc11g021300.2.1, Solyc11g021180.2.1, Solyc05g047440.1.1, Solyc11g039900.3.1, Solyc01g017250.1.1, Solyc11g056260.2.1	ANN37766-RA, ANN37764-RA
OG0000218	Solyc11g045430.1.1, Solyc00g025300.1.1, Solyc06g074570.2.1, Solyc05g026200.1.1, Solyc09g057840.1.1, Solyc05g018800.1.1, Solyc10g018957.1.1, Solyc11g045440.1.1, Solyc09g056090.1.1, Solyc11g063480.1.1	ANN24599-RA
OG0000218	Solyc11g028140.1.1, Solyc03g083670.3.1	ANN09579-RA
OG0000218	Solyc00g500351.1.1	ANN36585-RA
OG0000218	Solyc00g500226.1.1, Solyc00g500262.1.1	ANN36734-RA
OG0000219	Solyc05g021070.2.1	ANN05756-RA, ANN20853-RA
OG0000219	Solyc01g066140.2.1	ANN02294-RA
OG0000219	Solyc01g066100.2.1, Solyc01g066110.2.1, Solyc01g066090.3.1, Solyc01g066150.1.1	ANN20854-RA
OG0000219	Solyc07g008230.1.1, Solyc12g098600.1.1, Solyc09g092480.1.1	ANN07891-RA
OG0000220	Solyc08g016802.1.1	ANN38841-RA
OG0000220	Solyc12g044693.1.1, Solyc11g020015.1.1	ANN37113-RA, ANN05156-RA, ANN06584-RA
OG0000220	Solyc02g005606.1.1	ANN39057-RA, ANN13810-RA, ANN28562-RA, ANN18138-RA, ANN31242-RA, ANN10091-RA, ANN29796-RA, ANN30481-RA, ANN25656-RA, ANN17645-RA, ANN37637-RA, ANN39393-RA
OG0000221	Solyc12g042480.3.1	ANN33820-RA
OG0000221	Solyc12g044954.1.1	ANN33719-RA
OG0000221	Solyc12g044956.1.1	ANN39810-RA, ANN33654-RA
OG0000221	Solyc04g054250.4.1	ANN26814-RA
OG0000221	Solyc04g050620.3.1	ANN26625-RA, ANN26582-RA
OG0000221	Solyc04g054260.4.1	ANN26820-RA, ANN26819-RA
OG0000221	Solyc04g054256.1.1, Solyc04g054258.1.1	ANN26818-RA, ANN26816-RA
OG0000222	Solyc09g005450.1.1	ANN36071-RA, ANN03028-RA, ANN02865-RA, ANN03030-RA, ANN31935-RA, ANN05695-RA, ANN14964-RA, ANN14967-RA, ANN03934-RA, ANN03933-RA, ANN29923-RA, ANN14963-RA, ANN14965-RA, ANN16784-RA, ANN14966-RA, ANN03029-RA, ANN29924-RA, ANN36070-RA, ANN14258-RA, ANN37973-RA
OG0000229	Solyc00g500056.1.1, Solyc00g500208.1.1, Solyc00g500138.1.1	ANN37283-RA, ANN37633-RA, ANN36983-RA, ANN38033-RA, ANN37299-RA, ANN37654-RA, ANN21196-RA, ANN37368-RA, ANN37263-RA, ANN37266-RA, ANN37378-RA, ANN37367-RA, ANN37377-RA, ANN37369-RA, ANN37219-RA, ANN37382-RA, ANN37388-RA, ANN37391-RA, ANN37387-RA, ANN37225-RA, ANN37376-RA, ANN37222-RA, ANN38256-RA
OG0000230	Solyc00g500100.1.1, Solyc00g500117.1.1, Solyc00g500274.1.1, Solyc00g500309.1.1, Solyc00g500245.1.1, Solyc08g045870.3.1, Solyc05g045828.1.1, Solyc03g063770.3.1, Solyc12g035820.3.1, Solyc05g045826.1.1, Solyc05g045824.1.1, Solyc05g045822.1.1, Solyc05g045770.1.1, Solyc12g035815.1.1, Solyc09g015850.4.1	ANN13306-RA
OG0000230	Solyc06g008140.1.1, Solyc08g074700.1.1	ANN39747-RA
OG0000231	Solyc01g015035.1.1	ANN32453-RA, ANN06473-RA, ANN38482-RA, ANN32175-RA, ANN25993-RA, ANN33821-RA, ANN33822-RA, ANN40049-RA, ANN35748-RA
OG0000231	Solyc04g025125.1.1	ANN15396-RA, ANN03055-RA, ANN34357-RA
OG0000231	Solyc12g015923.1.1	ANN05724-RA
OG0000232	Solyc08g048507.1.1	ANN37954-RA
OG0000232	Solyc10g050895.1.1	ANN14888-RA
OG0000232	Solyc02g150104.1.1	ANN23302-RA, ANN03801-RA
OG0000232	Solyc10g150119.1.1	ANN24029-RA
OG0000232	Solyc09g150135.1.1	ANN12865-RA
OG0000233	Solyc02g030370.1.1	ANN24331-RA, ANN13756-RA, ANN40119-RA, ANN40087-RA, ANN31026-RA, ANN20300-RA, ANN31409-RA, ANN29523-RA, ANN02345-RA, ANN36729-RA, ANN39601-RA, ANN32215-RA, ANN24329-RA, ANN20301-RA, ANN10239-RA, ANN20212-RA, ANN13757-RA, ANN28116-RA, ANN39740-RA, ANN26565-RA, ANN33717-RA, ANN31819-RA, ANN17891-RA, ANN35660-RA, ANN17329-RA
OG0000234	Solyc11g066160.1.1, Solyc11g072840.1.1, Solyc05g054610.1.1, Solyc06g072240.1.1, Solyc06g075830.2.1, Solyc06g005430.1.1, Solyc04g011390.1.1, Solyc06g075850.1.1, Solyc06g005420.1.1, Solyc06g075960.1.1, Solyc06g075930.1.1, Solyc11g072860.2.1	ANN25567-RA
OG0000235	Solyc12g062270.1.1	ANN38864-RA
OG0000235	Solyc10g055030.1.1	ANN36266-RA
OG0000235	Solyc05g041170.3.1	ANN21027-RA
OG0000235	Solyc10g055040.3.1, Solyc10g055010.3.1	ANN38097-RA
OG0000235	Solyc10g055160.3.1	ANN38583-RA
OG0000236	Solyc09g150142.1.1	ANN26487-RA, ANN20432-RA, ANN24729-RA, ANN17019-RA, ANN35955-RA, ANN03088-RA, ANN38882-RA, ANN29100-RA, ANN13409-RA, ANN03967-RA, ANN35956-RA, ANN09457-RA, ANN17018-RA, ANN08685-RA, ANN21114-RA, ANN34355-RA, ANN20268-RA, ANN03612-RA, ANN22900-RA, ANN21283-RA, ANN09292-RA, ANN26493-RA, ANN09456-RA, ANN33009-RA, ANN30487-RA
OG0000237	Solyc11g150126.1.1	ANN35405-RA, ANN29886-RA, ANN02970-RA, ANN13190-RA, ANN36248-RA, ANN15663-RA, ANN36250-RA, ANN37248-RA, ANN36247-RA, ANN31985-RA, ANN32107-RA, ANN36254-RA, ANN37249-RA, ANN31986-RA, ANN36246-RA, ANN32096-RA, ANN36251-RA, ANN36245-RA, ANN05752-RA, ANN37251-RA, ANN36249-RA, ANN32108-RA, ANN36244-RA, ANN05753-RA
OG0000238	Solyc12g049090.3.1	ANN33716-RA
OG0000238	Solyc12g038170.1.1	ANN33053-RA
OG0000238	Solyc12g100080.1.1, Solyc12g100110.1.1, Solyc12g100100.1.1, Solyc12g038250.3.1	ANN33080-RA
OG0000238	Solyc12g100090.1.1	ANN33054-RA
OG0000238	Solyc12g049180.1.1	ANN33658-RA
OG0000238	Solyc12g049040.1.1, Solyc12g049160.1.1, Solyc12g049070.1.1, Solyc12g049170.2.1, Solyc12g049150.1.1, Solyc12g049140.1.1	ANN33711-RA
OG0000243	Solyc00g500003.1.1	ANN39900-RA, ANN37863-RA, ANN05773-RA, ANN17182-RA, ANN26152-RA
OG0000243	Solyc00g500090.1.1	ANN37089-RA, ANN37228-RA, ANN02706-RA, ANN30061-RA
OG0000243	Solyc10g045777.1.1, Solyc00g500236.1.1	ANN29645-RA
OG0000246	Solyc04g071370.1.1	ANN02634-RA
OG0000246	Solyc01g094705.1.1	ANN01379-RA, ANN13019-RA
OG0000246	Solyc01g106550.1.1	ANN26700-RA, ANN00478-RA
OG0000247	Solyc02g071000.1.1, Solyc03g005760.1.1, Solyc03g005770.3.1, Solyc03g005780.3.1, Solyc02g070990.1.1, Solyc02g070970.1.1, Solyc02g070940.1.1, Solyc02g071010.1.1, Solyc02g070950.1.1, Solyc02g071030.2.1, Solyc02g070980.1.1	ANN37705-RA
OG0000256	Solyc01g012590.1.1	ANN36641-RA
OG0000257	Solyc02g062020.3.1	ANN13030-RA
OG0000257	Solyc07g020800.3.1, Solyc12g007210.2.1	ANN16105-RA
OG0000257	Solyc10g055545.1.1	ANN07057-RA, ANN37200-RA
OG0000257	Solyc01g088780.3.1	ANN01615-RA
OG0000257	Solyc02g077400.4.1	ANN12362-RA
OG0000257	Solyc01g111560.3.1	ANN00108-RA
OG0000257	Solyc02g083580.4.1	ANN11925-RA
OG0000259	Solyc05g041960.1.1	ANN18174-RA, ANN20897-RA, ANN14928-RA, ANN32406-RA, ANN16303-RA
