target_id	functional_annotation
Solyc00g113730	Type VI secretion lipoprotein VC_A0113 family 
Solyc00g113740	Unknown Protein 
Solyc00g113750	ImcF domain protein 
Solyc00g114550	At1g32160/F3C3_6 
Solyc00g116150	Unknown Protein 
Solyc00g117450	Short internode related sequence 5 
Solyc00g117650	RabGAP/TBC domain-containing protein 
Solyc00g118680	Unknown Protein 
Solyc00g118690	NADH-ubiquinone oxidoreductase chain 1 
Solyc00g120120	Unknown Protein 
Solyc00g120820	L-fucose H+ symporter permease 
Solyc00g120830	Xylose isomerase domain protein TIM barrel 
Solyc00g120930	Calmodulin 
Solyc00g121230	Cation/multidrug efflux system mebrane-fusion component 
Solyc00g121730	&aposchromo&apos domain containing protein 
Solyc00g122530	Calcium/proton antiporter 
Solyc00g123030	Unknown Protein 
Solyc00g123040	Unknown Protein 
Solyc00g123240	Unknown Protein 
Solyc00g124840	P2 family phage major capsid protein 
Solyc00g124850	Phage capsid scaffolding protein 
Solyc00g124860	Terminase ATPase subunit 
Solyc00g125260	CoA-binding domain protein 
Solyc00g125270	Intracellular protease PfpI family 
Solyc00g125580	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc00g125980	NADH-ubiquinone oxidoreductase chain 2 
Solyc00g125990	NADH-quinone oxidoreductase subunit N 
Solyc00g126000	NADH-ubiquinone oxidoreductase chain 2 
Solyc00g126010	Uncharacterized mitochondrial protein AtMg01330 
Solyc00g126420	Unknown Protein 
Solyc00g126430	Methylthioadenosine phosphorylase 
Solyc00g126440	Unknown Protein 
Solyc00g127540	Ribonucleoside-diphosphate reductase 
Solyc00g127550	Ribonucleoside-diphosphate reductase 
Solyc00g127560	Ribonucleoside-diphosphate reductase 
Solyc00g127660	Unknown Protein 
Solyc00g127670	Membrane protein 
Solyc00g127870	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P 
Solyc00g128870	Nudix hydrolase 1 
Solyc00g129670	Unknown Protein 
Solyc00g129680	Unknown Protein 
Solyc00g129880	Unknown Protein 
Solyc00g129980	Unknown Protein 
Solyc00g130180	Hypothetical membrane spanning protein 
Solyc00g130190	Nicotinate phosphoribosyltransferase 
Solyc00g130290	Urea ABC transporter permease protein UrtB 
Solyc00g130690	Membrane protein involved in aromatic hydrocarbon degradation 
Solyc00g130700	Unknown Protein 
Solyc00g130800	Peptidase C14 caspase catalytic subunit p20 
Solyc00g130810	Cationic outer membrane protein OmpH 
Solyc00g131610	Disease resistance response 
Solyc00g131710	Pol polyprotein 
Solyc00g133110	Peptidase M14 carboxypeptidase A 
Solyc00g133710	Unknown Protein 
Solyc00g133720	Unknown Protein 
Solyc00g134620	Transferase family protein 
Solyc00g134820	Type IV prepilin leader peptidase 
Solyc00g134830	Dephospho-CoA kinase 
Solyc00g134840	Oligopeptide transporter OPT family 
Solyc00g135040	Transcriptional regulator ArsR family 
Solyc00g135050	Transcriptional regulator LysR family 
Solyc00g135060	Zinc-binding alcohol dehydrogenase 
Solyc00g135260	Transferase family protein 
Solyc00g136260	Ring H2 finger protein 
Solyc00g136560	Undecaprenyl pyrophosphate synthase 
Solyc00g138060	2-oxoglutarate-dependent dioxygenase 
Solyc00g139760	Filamentous hemagglutinin family outer membrane protein 
Solyc00g140060	Tripeptidyl peptidase II 
Solyc00g141360	"Lrr,  resistance protein fragment"
Solyc00g141560	Unknown Protein 
Solyc00g142160	Unknown Protein 
Solyc00g142170	RNA-dependent RNA polymerase 
Solyc00g143770	Unknown Protein 
Solyc00g144470	Serine/threonine-protein phosphatase 7 long form homolog 
Solyc00g145170	Proteinase inhibitor II 
Solyc00g147570	Gelsolin 
Solyc00g147770	HAT family dimerisation domain containing protein 
Solyc00g149970	Pho1-like protein 
Solyc00g153680	Serine/threonine protein kinase 
Solyc00g153980	Unknown Protein 
Solyc00g154480	Cellulose synthase-like protein E1 
Solyc00g154980	Ethylene insensitive 3 class transcription factor 
Solyc00g156980	Choline dehydrogenase 
Solyc00g157080	Pto kinase interactor-like protein 
Solyc00g157180	cDNA clone J033046E14 full insert sequence 
Solyc00g160780	Unknown Protein 
Solyc00g163580	O-methyltransferase 
Solyc00g164580	Unknown Protein 
Solyc00g164680	ABC transporter G family member 11 
Solyc00g165080	Unknown Protein 
Solyc00g165090	Unknown Protein 
Solyc00g165190	Unknown Protein 
Solyc00g166190	Unknown Protein 
Solyc00g166490	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc00g166690	Unknown Protein 
Solyc00g167290	Single-stranded-DNA-specific exonuclease RecJ 
Solyc00g167300	GH3 auxin-responsive promoter 
Solyc00g167800	Unknown Protein 
Solyc00g168200	Unknown Protein 
Solyc00g170200	Hydrolase alpha/beta fold family protein 
Solyc00g170210	Unknown Protein 
Solyc00g170510	Pectinesterase 
Solyc00g171710	Unknown Protein 
Solyc00g171810	ATP synthase subunit a 
Solyc00g172410	DNA binding protein-like 
Solyc00g173430	Nucleic acid binding protein 
Solyc00g174330	Pathogenesis related protein PR-1 
Solyc00g174340	Pathogenesis-related protein 1b 
Solyc00g175240	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc00g178340	Branched-chain-amino-acid aminotransferase 
Solyc00g179240	MADS-box transcription factor 
Solyc00g179640	Unknown Protein 
Solyc00g179840	Unknown Protein 
Solyc00g180440	50S ribosomal protein L20 chloroplastic 
Solyc00g180840	Unknown Protein 
Solyc00g181240	Unknown Protein 
Solyc00g181250	Unknown Protein 
Solyc00g183050	FYVE zinc finger containing protein 
Solyc00g183550	Unknown Protein 
Solyc00g184350	Genomic DNA chromosome 5 P1 clone MJJ3 
Solyc00g185750	Dual specificity phosphatase 
Solyc00g185850	"Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH6 "
Solyc00g186050	Unknown Protein 
Solyc00g187050	Leucyl aminopeptidase 
Solyc00g188250	Mutator-like transposase-like protein 
Solyc00g188750	Unknown Protein 
Solyc00g188850	Glycosyltransferase CAZy family GT90 
Solyc00g192150	Mutator-like transposase 
Solyc00g195350	Serine/threonine-protein phosphatase 7 long form homolog 
Solyc00g195360	Serine/threonine-protein phosphatase 7 long form homolog 
Solyc00g196060	Auxin response factor 6 
Solyc00g196460	Unknown Protein 
Solyc00g198360	Zinc finger CCCH domain-containing protein 30 
Solyc00g199960	Unknown Protein 
Solyc00g201060	Unknown Protein 
Solyc00g201160	Receptor protein kinase 
Solyc00g201460	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc00g201760	Unknown Protein 
Solyc00g202560	Beta-1 3-glucanase 
Solyc00g203660	Ribulose bisphosphate carboxylase large chain 
Solyc00g206460	Os06g0220000 protein 
Solyc00g207960	Unknown Protein 
Solyc00g209460	GDSL esterase/lipase At1g71691 
Solyc00g209560	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc00g210860	Unknown Protein 
Solyc00g212260	GH3 family protein 
Solyc00g213960	Unknown Protein 
Solyc00g215560	Unknown Protein 
Solyc00g217560	Transcription factor CYCLOIDEA 
Solyc00g217960	Ring H2 finger protein 
Solyc00g218560	Unknown Protein 
Solyc00g220360	Unknown Protein 
Solyc00g222060	Unknown Protein 
Solyc00g222460	Gag-Pol polyprotein 
Solyc00g226760	Steroid sulfotransferase 3 
Solyc00g227860	UDP-glucosyltransferase 
Solyc00g227960	Sulfotransferase family protein 
Solyc00g228260	Unknown Protein 
Solyc00g229260	TdcA1-ORF2 protein 
Solyc00g230060	RNase H family protein 
Solyc00g230070	Photosystem II CP43 chlorophyll apoprotein 
Solyc00g230080	Photosystem II D2 protein 
Solyc00g230280	Unknown Protein 
Solyc00g231680	Mannan endo-1 4-beta-mannosidase 
Solyc00g231780	NAD
Solyc00g233480	ABC transporter-like protein 
Solyc00g237680	Unknown Protein 
Solyc00g240580	Unknown Protein 
Solyc00g244280	Unknown Protein 
Solyc00g244290	NADH dehydrogenase subunit II 
Solyc00g244300	Unknown Protein 
Solyc00g245200	Photosystem I P700 chlorophyll a apoprotein A1 
Solyc00g246800	Unknown Protein 
Solyc00g247300	Cytochrome P450
Solyc00g249200	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc00g249900	Adaptin N terminal region family protein expressed 
Solyc00g249910	Adaptin N terminal region family protein expressed 
Solyc00g254110	Unknown Protein 
Solyc00g254910	Indole-3-acetic acid-amido synthetase GH3.8 
Solyc00g255510	Unknown Protein 
Solyc00g256710	Unknown Protein 
Solyc00g257110	H-ATPase 
Solyc00g263210	Unknown Protein 
Solyc00g265110	RNA-binding protein Nova-1 
Solyc00g265510	Unknown Protein 
Solyc00g266110	Indole-3-acetic acid-amido synthetase GH3.8 
Solyc00g268310	Major facilitator superfamily transporter 
Solyc00g269810	F-box family protein 
Solyc00g270510	Nuclear transcription factor Y subunit B-6 
Solyc00g272810	N-acetyltransferase 
Solyc00g273110	Unknown Protein 
Solyc00g275310	Unknown Protein 
Solyc00g277510	Photosystem Q
Solyc00g278110	CER1 
Solyc00g280110	Plant-specific domain TIGR01589 family protein 
Solyc00g281110	Unknown Protein 
Solyc00g282510	Phenylalanine ammonia-lyase 
Solyc00g283010	Multidrug resistance protein ABC transporter family 
Solyc00g283110	Unknown Protein 
Solyc00g284510	Unknown Protein 
Solyc00g286010	Plasmid partitioning protein RepA 
Solyc00g286020	Plasmid partitioning protein RepB 
Solyc00g286030	Replication protein C 
Solyc00g287330	Unknown Protein 
Solyc00g289230	Receptor protein kinase 
Solyc00g294230	"Tir-nbs, resistance protein fragment"
Solyc00g294630	Mutator-like transposase 
Solyc00g297330	Unknown Protein 
Solyc00g300430	Unknown Protein 
Solyc00g300730	E3 ubiquitin-protein ligase sina 
Solyc00g303630	Unknown Protein 
Solyc00g304030	Macrolide export ATP-binding/permease protein MacB 
Solyc00g304630	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc00g306730	Mutator-like transposase 
Solyc00g306830	Glucose-methanol-choline oxidoreductase 
Solyc00g308530	Unknown Protein 
Solyc00g308930	Lysine-specific histone demethylase 1 homolog 3 
Solyc00g309530	Unknown Protein 
Solyc00g311230	Unknown Protein 
Solyc00g313030	Unknown Protein 
Solyc00g313530	Unknown Protein 
Solyc00g313930	Unknown Protein 
Solyc00g316030	Mutator-like transposase 
Solyc00g316530	Unknown Protein 
Solyc00g316730	Mutator-like transposase 
Solyc00g318030	Unknown Protein 
Solyc00g318130	Paired amphipathic helix protein SIN3 
Solyc00g318830	Os01g0126600 protein 
Solyc00g320430	Unknown Protein 
Solyc00g322630	Indole-3-acetic acid-amido synthetase GH3.8 
Solyc00g322830	Unknown Protein 
Solyc00g323130	Major latex-like protein 
Solyc00g324530	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc01g005000	Glutamate decarboxylase 
Solyc01g005010	Protein XRI1 
Solyc01g005020	Sodium/hydrogen exchanger Na+ H+ antiporter 
Solyc01g005030	Serine/threonine-protein kinase 36 
Solyc01g005040	Unknown Protein 
Solyc01g005050	Unknown Protein 
Solyc01g005060	Zinc finger protein 
Solyc01g005070	Clathrin assembly protein 
Solyc01g005080	Microtubule-associated protein MAP65-1a 
Solyc01g005090	Inositol 1 4 5-trisphosphate 5-phosphatase-like protein 
Solyc01g005100	Prolyl 3-hydroxylase 1 
Solyc01g005110	cDNA clone J065210E11 full insert sequence 
Solyc01g005120	Xyloglucan endotransglucosylase/hydrolase 13 
Solyc01g005130	Zinc finger protein 7 
Solyc01g005140	Cytochrome b561 
Solyc01g005150	Cytochrome b561 
Solyc01g005160	U-box domain-containing protein 
Solyc01g005170	Clathrin assembly protein 
Solyc01g005180	Unknown Protein 
Solyc01g005190	Zinc finger family protein 
Solyc01g005200	Zinc finger family protein 
Solyc01g005210	Alpha alpha-trehalose-phosphate synthase 
Solyc01g005220	Necrotic spotted lesions 1 
Solyc01g005230	S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase 
Solyc01g005240	Aspartokinase 
Solyc01g005250	Aspartate-semialdehyde dehydrogenase 
Solyc01g005260	SEC14 cytosolic factor family protein 
Solyc01g005270	SEC14 cytosolic factor family protein 
Solyc01g005280	SEC14 cytosolic factor 
Solyc01g005290	SEC14 cytosolic factor family protein 
Solyc01g005300	Flavin-binding kelch domain F box protein 
Solyc01g005310	Dynamin like protein 
Solyc01g005320	Conserved membrane protein 
Solyc01g005330	microtubule associated protein Type 1 
Solyc01g005340	Ankyrin repeat family protein 
Solyc01g005350	S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase 
Solyc01g005360	S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase 
Solyc01g005370	Calmodulin-2 
Solyc01g005380	SET domain containing protein 
Solyc01g005390	Nudix hydrolase 4 
Solyc01g005400	Calcium binding protein Caleosin 
Solyc01g005410	Calcium binding protein Caleosin 
Solyc01g005420	SRC2-like protein 
Solyc01g005430	UBX domain protein 6 
Solyc01g005440	Jasmonate ZIM-domain protein 3 
Solyc01g005450	F-box protein family-like protein 
Solyc01g005460	Dynein light chain 1 cytoplasmic 
Solyc01g005470	Cell number regulator 10 
Solyc01g005480	Unknown Protein 
Solyc01g005490	Iaa-amino acid hydrolase 4 
Solyc01g005500	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase 
Solyc01g005510	Laccase-2 
Solyc01g005520	Tetratricopeptide TPR_2 repeat protein 
Solyc01g005530	Genomic DNA chromosome 3 P1 clone MRP15 
Solyc01g005540	Lysyl-tRNA synthetase 
Solyc01g005550	Carboxyl-terminal peptidase 
Solyc01g005560	Isocitrate dehydrogenase 
Solyc01g005570	Unknown Protein 
Solyc01g005580	Unknown Protein 
Solyc01g005590	Unknown Protein 
Solyc01g005600	Adenosine 5&apos-phosphosulfate reductase 8 
Solyc01g005610	GDSL esterase/lipase At1g09390 
Solyc01g005620	Mitochondrial 2-oxoglutarate/malate carrier protein 
Solyc01g005630	Ethylene responsive transcription factor 2a 
Solyc01g005640	Uncharacterized plant-specific domain TIGR01589 family protein 
Solyc01g005650	Ariadne-like ubiquitin ligase 
Solyc01g005660	Myb transcription factor 
Solyc01g005670	Disease resistance protein 
Solyc01g005680	Cytokinin riboside 5&apos;-monophosphate phosphoribohydrolase LOG 
Solyc01g005690	Unknown Protein 
Solyc01g005700	Mutator-like transposase-like protein 
Solyc01g005710	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc01g005720	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc01g005730	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc01g005740	Unknown Protein 
Solyc01g005750	Lipoxygenase 
Solyc01g005760	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc01g005770	Unknown Protein 
Solyc01g005780	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc01g005790	Pentatricopeptide repeat-containing protein 
Solyc01g005800	Calmodulin binding protein 
Solyc01g005810	Mak16 protein 
Solyc01g005820	Splicing factor arginine/serine-rich 4 
Solyc01g005830	Glucan endo-1 3-beta-glucosidase 4 
Solyc01g005840	Ubiquitin-conjugating enzyme E2 E3 
Solyc01g005850	Extensin-like protein Dif54 
Solyc01g005860	Unknown Protein 
Solyc01g005870	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc01g005880	Extensin-like protein Dif10 
Solyc01g005890	Unknown Protein 
Solyc01g005900	Transferase family protein 
Solyc01g005910	Acid phosphatase/vanadium-dependent haloperoxidase related 
Solyc01g005920	Amino acid permease 
Solyc01g005930	Unknown Protein 
Solyc01g005940	Phytoene synthase 3
Solyc01g005950	Serine/threonine-protein phosphatase 
Solyc01g005960	ATP dependent RNA helicase 
Solyc01g005970	Kelch-like protein 3 
Solyc01g005980	POT family domain containing protein expressed 
Solyc01g005990	Non-specific lipid-transfer protein 
Solyc01g006000	GPI mannosyltransferase 2 
Solyc01g006010	Branchpoint-bridging protein 
Solyc01g006020	At3g32930-like protein 
Solyc01g006030	E3 ubiquitin-protein ligase bre1 
Solyc01g006040	E3 ubiquitin-protein ligase BRE1-like 2 
Solyc01g006050	Plant viral-response family protein 
Solyc01g006060	Disease resistance response protein 
Solyc01g006070	Plant viral-response family protein 
Solyc01g006080	Protein involved in mRNA turnover and stability 
Solyc01g006090	rRNA processing protein Ebp2 
Solyc01g006100	Cytosine-specific methyltransferase 
Solyc01g006110	PP2A regulatory subunit TAP46 
Solyc01g006120	Casein kinase-like protein 
Solyc01g006130	Homology to unknown gene 
Solyc01g006140	DNA replication factor Cdt1 
Solyc01g006150	Cation-efflux pump fieF 
Solyc01g006160	Unknown Protein 
Solyc01g006170	rRNA processing protein ebna1-binding protein-related 
Solyc01g006180	GTP-binding protein-like 
Solyc01g006190	E3 ubiquitin-protein ligase sina 
Solyc01g006200	Unknown Protein 
Solyc01g006210	Non-structural maintenance of chromosomes element 1 homolog 
Solyc01g006220	Histone-lysine N-methyltransferase 
Solyc01g006230	Cysteine protease 
Solyc01g006240	Myrosinase-binding protein-like At3g16440 
Solyc01g006250	Unknown Protein 
Solyc01g006260	Ribonuclease P/MRP protein subunit POP5 
Solyc01g006270	Unknown Protein 
Solyc01g006280	Formate-tetrahydrofolate ligase 
Solyc01g006290	Peroxidase 
Solyc01g006300	Peroxidase 
Solyc01g006310	Peroxidase 
Solyc01g006320	Non-race specific disease resistance protein 1-like protein b 
Solyc01g006330	PAP fibrillin family protein 
Solyc01g006340	ATP dependent RNA helicase 
Solyc01g006350	Glucan synthase like 7 
Solyc01g006360	Glucan synthase like 7 
Solyc01g006370	Glucan synthase like 3 
Solyc01g006380	U-box domain-containing protein 
Solyc01g006390	Cysteine-rich extensin-like protein-4 
Solyc01g006400	Cysteine-rich extensin-like protein-4 
Solyc01g006410	Cysteine-rich extensin-like protein-4 
Solyc01g006420	Unknown Protein 
Solyc01g006430	Omega-6 fatty acid desaturase 
Solyc01g006440	Peptide transporter-like protein 
Solyc01g006450	Enoyl reductase 
Solyc01g006460	Non-structural maintenance of chromosome element 4 
Solyc01g006470	Bromodomain protein 
Solyc01g006480	Alpha/beta hydrolase 
Solyc01g006490	Protein YdiU 
Solyc01g006500	Pentatricopeptide repeat-containing protein 
Solyc01g006510	L-threonine 3-dehydrogenase 
Solyc01g006520	Receptor-like protein kinase 
Solyc01g006530	Receptor-like protein kinase 
Solyc01g006540	Lipoxygenase 
Solyc01g006550	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc01g006560	Lipoxygenase 
Solyc01g006570	Lipoxygenase 
Solyc01g006580	2-oxoglutarate-dependent dioxygenase 
Solyc01g006590	Receptor-like protein kinase 
Solyc01g006600	Non-ribosomal peptide synthetase 
Solyc01g006610	2-oxoglutarate-dependent dioxygenase 
Solyc01g006620	Phosphoribosylanthranilate transferase 
Solyc01g006630	Oxidoreductase family protein 
Solyc01g006640	AMP-dependent synthetase and ligase 
Solyc01g006650	Ethylene insensitive 3 class transcription factor 
Solyc01g006660	Subtilisin-like serine protease 
Solyc01g006670	UDP-glucosyltransferase HvUGT5876 
Solyc01g006680	Transcription factor jumonji jmjC domain protein 
Solyc01g006690	Unknown Protein 
Solyc01g006700	Downstream neighbor of SON 
Solyc01g006710	ATP-dependent RNA helicase A-like protein 
Solyc01g006720	ABC transporter G family member 22 
Solyc01g006730	Calcium dependent protein kinase 2 
Solyc01g006740	Sucrose phosphate phosphatase 
Solyc01g006750	Unknown Protein 
Solyc01g006760	Unknown Protein 
Solyc01g006770	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 
