"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CV"	"F1"	"F1_hab"	"F2_127"	"F2_151"	"F2_28"	"F2_411"	"F2_445"	"F2_73"	"PI127826"
"Solyc05g005390"	"Nuclear transcription factor Y subunit B-6 "	12.6883098009621	0.152792641950261	1.08399947704441	0.14095268972533	0.887907317228709	0.973582750122764	0	4	14	3	28	13	21	9	3	31
"Solyc12g100140"	"BHLH transcription factor "	3665.30617146147	0.0265089805561465	0.188753219511955	0.140442534568092	0.888310353127562	0.973603371745128	4251	3082	3497	3932	4115	3576	3165	3912	3046	4341
"Solyc12g056460"	"MADS box transcription factor "	105.786206572508	0.136242828336151	0.97310035264126	0.140009021645456	0.888652862359204	0.973693309237222	209	279	63	275	28	133	67	21	7	11
"Solyc05g007710"	"MYB transcription factor "	30.5595794404103	0.112017008377229	0.802904460434409	0.139514741662566	0.889043407698859	0.973837815440453	108	24	31	48	1	22	25	20	22	23
"Solyc05g054030"	"C2H2L domain class transcription factor "	27.9186275087733	-0.172265319576174	1.2460157060401	-0.138252927905413	0.890040526256414	0.974207289516054	1	79	12	34	23	74	28	2	27	0
"Solyc09g010840"	"Myb family transcription factor "	493.497494894767	0.0770231719887231	0.561127959808008	0.137264897680516	0.890821415352812	0.974476793474888	238	1023	341	444	97	845	707	549	478	309
"Solyc01g110480"	"BZIP transcription factor family protein expressed "	3844.87533392594	0.0261289639689977	0.196148111631888	0.133210377360319	0.894027004044861	0.975383707880144	4108	3714	3211	4851	4080	3391	3598	3961	3632	4064
"Solyc02g091800"	"BHLH transcription factor "	30.9391592756107	-0.0880729456215205	0.681913455563463	-0.12915560604204	0.897234523158122	0.976460233023089	39	9	26	5	40	20	29	32	39	78
"Solyc03g095770"	"WRKY transcription factor 6 "	828.083688314304	-0.0935503347532492	0.737122603383851	-0.1269128559127	0.899009371375948	0.976861102949496	156	1190	298	2165	443	809	360	1796	410	510
"Solyc07g065260"	"WRKY transcription factor 78 "	1016.85899165335	-0.026369436660327	0.210529053692271	-0.125253195213954	0.900323105098245	0.976861102949496	816	931	974	982	940	894	1156	1186	1166	1162
"Solyc06g009640"	"BZIP transcription factor "	876.980895151427	-0.0258232064955583	0.206859374116222	-0.124834596478329	0.90065449758773	0.976987513456002	1205	746	1107	772	737	660	903	850	745	1218
"Solyc01g106700"	"MADS-box transcription factor "	25.1181438456387	-0.0502129130164481	0.418680829463528	-0.119931244716382	0.904537613398071	0.978149624662624	31	45	25	23	12	23	27	14	32	26
"Solyc07g054220"	"Ethylene responsive transcription factor 2a "	732.95613942426	0.0392461766408956	0.328655548465029	0.1194143133265	0.904947122040091	0.978168533835412	578	536	504	999	698	537	812	1058	786	799
"Solyc07g055280"	"WRKY transcription factor 5 "	455.087418092836	-0.0542237395746791	0.45708250973075	-0.118630090673608	0.905568424773075	0.978254705050305	402	509	198	919	320	393	559	474	524	236
"Solyc02g092370"	"GRAS family transcription factor "	36.2749512210732	0.0945634011485439	0.797497308352095	0.118575197882416	0.90561191591944	0.978254705050305	39	81	23	46	13	71	59	6	29	5
"Solyc02g094290"	"TCP family transcription factor "	32.8660705840664	-0.0779455685541522	0.673134570934131	-0.115794927076743	0.90781507107672	0.978425626286999	38	32	3	48	34	32	25	32	65	18
"Solyc04g011630"	"GRAS family transcription factor "	351.385261612389	0.0573800258926877	0.495401985931777	0.115825183431117	0.90779109134679	0.978425626286999	181	322	154	515	323	498	444	498	390	146
"Solyc07g063420"	"NAC domain transcription factor "	132.195270008229	0.15203336685405	1.33157487552879	0.114175604878152	0.909098589916427	0.978609860014945	213	222	0	403	127	76	64	94	115	0
"Solyc06g060940"	"GATA transcription factor 29 "	172.300262554656	0.0311063350387341	0.281439175137052	0.110525960089196	0.91199226281671	0.979154146523139	149	169	150	211	201	198	187	160	169	122
"Solyc03g007410"	"BHLH transcription factor "	28.4242240403972	-0.110650811823122	1.04506007692709	-0.105879857307803	0.915677675761601	0.980384503715354	65	47	8	39	5	67	9	23	32	0
"Solyc06g035620"	"Scarecrow-like 1 transcription factor "	21.1415618842796	0.128144816654761	1.23497747291264	0.103762877838199	0.917357526590846	0.980751266851577	13	7	10	1	57	74	26	0	8	12
"Solyc05g052410"	"Ethylene-responsive transcription factor 1 "	450.073217344269	0.0560212536281689	0.552953889364047	0.101312703836117	0.919302231881088	0.980753162380123	77	255	440	493	635	390	633	588	514	365
"Solyc04g072070"	"WRKY transcription factor 16 "	59.5686542745301	0.135828783871943	1.37707527165664	0.0986357003626529	0.92142752343171	0.980753162380123	2	259	0	181	3	23	13	50	43	26
"Solyc12g008800"	"MYB transcription factor "	461.751423939553	0.0605107135697092	0.654003216410689	0.0925235718285991	0.926282063933805	0.981883963195478	283	538	147	628	258	669	634	661	712	57
"Solyc04g071770"	"Ethylene responsive transcription factor 2a "	83.3630827823764	-0.0924993217440383	1.03498938617543	-0.0893722418602271	0.928786082961238	0.982984196863427	7	155	33	324	99	12	47	85	26	11
"Solyc03g044300"	"AP2-like ethylene-responsive transcription factor At1g16060 "	93.9811471332584	-0.0605654477961333	0.68463349813681	-0.0884640438438356	0.929507861118124	0.983326532276011	4	90	87	108	69	100	147	140	100	86
"Solyc05g053150"	"MYB transcription factor "	46.1028005307279	-0.12717402709145	1.48164421079247	-0.0858330401894734	0.931599141116557	0.983850610954884	0	118	0	193	12	15	51	44	14	5
"Solyc06g083980"	"BHLH transcription factor "	1219.12850171983	0.0147230245512295	0.183937828832353	0.0800434834133468	0.936202672133762	0.985051774780719	1602	997	1082	1412	989	1294	1197	1450	1077	1246
"Solyc10g080770"	"BZIP transcription factor "	1596.17082192622	0.0274157209596758	0.364141112869106	0.0752887273388727	0.939984990307099	0.985618706126746	896	2020	1094	2469	1987	1238	1525	1500	1548	1539
"Solyc10g075030"	"AP2 domain-containing transcription factor "	356.114831709617	-0.0322032534636009	0.435586358596226	-0.0739308126346819	0.941065437993136	0.985824678624978	169	386	262	564	425	347	434	315	414	186
"Solyc10g084180"	"C2H2L domain class transcription factor "	118.742891238133	0.0515417704711773	0.734920047387901	0.0701324867301829	0.944088209682053	0.986373896493062	64	112	23	115	96	322	177	152	108	17
"Solyc02g083520"	"BZIP transcription factor "	22.8237750369847	0.0635296841087309	0.920063259271627	0.0690492566337498	0.944950411904973	0.986496325571883	11	44	11	65	16	2	41	7	6	26
"Solyc04g025500"	"Homeodomain-containing transcription factor FWA "	37.3948814491628	-0.0578470867748237	0.868812073669826	-0.0665818173203787	0.946914621296267	0.986653994850092	8	13	9	104	41	25	28	84	33	13
"Solyc05g007870"	"MYB transcription factor "	52.6771946760982	-0.0454878418424203	0.684993248209667	-0.0664062630709275	0.947054384002101	0.986653994850092	74	23	74	73	7	35	44	119	22	66
"Solyc05g054170"	"Scarecrow-like 1 transcription factor "	1047.09937406546	0.0175189118527582	0.284699393444053	0.0615347705551079	0.950933323964125	0.987296502052818	713	973	764	1365	1173	1006	1143	1196	1010	1084
"Solyc04g078670"	"NAC domain transcription factor "	399.532344919624	0.0193386109981611	0.317946072995107	0.0608235566993736	0.951499729517789	0.987296502052818	476	268	625	294	364	262	417	501	321	512
"Solyc09g015770"	"WRKY transcription factor 6 "	2407.48085006278	0.0481979216131411	0.786034902473657	0.0613177881306058	0.951106124577967	0.987296502052818	633	2808	631	7231	1454	1805	1467	5641	977	776
"Solyc07g052930"	"BHLH transcription factor-like "	17.5550557877735	0.0574111104354082	0.944027056786315	0.0608151112012073	0.951506455599015	0.987296502052818	2	22	9	24	5	2	50	12	14	40
"Solyc05g012770"	"WRKY transcription factor-a "	1093.31384536746	-0.0121523014530109	0.204644612719074	-0.0593824645151686	0.952647479699595	0.987670270942656	1572	1117	783	1181	868	917	1078	965	1374	1281
"Solyc01g100760"	"Susceptibility homeodomain transcription factor "	3473.07443014636	0.0315956160267251	0.586041238089826	0.0539136394730676	0.95700396974332	0.988899903605169	9658	1918	4877	850	1737	2274	2247	3341	2296	7767
"Solyc12g049560"	"Ethylene responsive transcription factor 2a "	948.981131580108	0.0122123890390511	0.228778171301788	0.0533809190341914	0.957428407938994	0.989093247273878	691	886	828	824	845	988	1190	1141	962	1205
"Solyc07g055710"	"Heat stress transcription factor A3 "	241.143558876155	-0.0329982585950107	0.643853629882637	-0.0512511804911712	0.959125369265703	0.989743908200782	45	451	102	465	140	260	269	290	267	101
"Solyc09g091250"	"GATA transcription factor 1 "	1341.49451855149	-0.0153236473195403	0.306296918909479	-0.0500287347783245	0.960099489944615	0.990054644014379	933	1969	1054	1890	1041	1211	1435	1354	1479	1074
"Solyc04g079600"	"Myb family transcription factor-like "	22.6231363043032	0.0285186813147129	0.596636157470572	0.0477991166938612	0.961876340529564	0.990477421103407	15	25	24	13	4	22	26	46	27	28
"Solyc09g065820"	"BHLH transcription factor "	743.514872974134	0.0149416784798337	0.347881799422545	0.0429504461131212	0.965741035642112	0.992484188925676	609	965	399	1011	481	845	838	896	906	518
"Solyc10g052470"	"Myb family transcription factor "	10.9611889237151	0.0609452723114376	1.5752738613813	0.0386886837936846	0.969138595680204	0.992959025432926	60	2	1	8	2	33	2	0	12	0
"Solyc06g070900"	"TCP family transcription factor "	121.14566598563	-0.0209802247229824	0.562445745058644	-0.0373017751619666	0.970244390104865	0.993220332050452	224	66	120	82	131	255	172	29	65	101
"Solyc08g068380"	"NAC transcription factor "	245.543196761431	-0.014675256161433	0.388112702432764	-0.0378118419455115	0.969837702618036	0.993220332050452	250	318	211	162	266	194	176	219	147	585
"Solyc07g054840"	"MYB transcription factor "	35.461364465593	-0.0445550569899451	1.26029534741088	-0.0353528695329058	0.971798365861649	0.99373920935564	0	15	5	129	20	9	84	52	24	3
"Solyc05g050330"	"WRKY transcription factor 6 "	223.348704733394	0.0108929585559847	0.312248059068127	0.0348855925269596	0.972170969119011	0.993766558030895	264	410	237	256	158	188	203	127	219	216
"Solyc04g076700"	"MADS-box transcription factor-like protein "	952.708845596899	0.0260003139747018	0.771399395886828	0.0337053854505692	0.973112084445673	0.993953743188739	293	698	405	1578	1633	453	1802	199	198	2288
"Solyc06g069430"	"MADS box transcription factor "	1203.55617625152	0.0279337289398506	0.865584650240405	0.0322715160580682	0.974255524261697	0.994234350917459	1630	2104	111	2637	1214	495	946	378	2350	90
"Solyc07g047960"	"WRKY transcription factor 2 "	1136.92766852802	-0.0112572045391001	0.378103353974958	-0.0297728238079731	0.976248232614991	0.99485480176393	2569	1405	1426	773	493	1007	986	644	1222	1362
"Solyc10g076820"	"Myb family transcription factor "	13.5122172897807	-0.0366843256864816	1.27021044387647	-0.0288805102046926	0.976959889741468	0.995041470085993	24	0	0	7	10	48	25	10	11	4
"Solyc02g093130"	"Ethylene-responsive transcription factor 5 "	799.025900609973	-0.00939344146223486	0.324185077155965	-0.0289755516960939	0.976884089325576	0.995041470085993	488	510	772	709	879	845	1236	808	767	979
"Solyc01g008230"	"TCP family transcription factor "	1450.75682802962	-0.00806009716394004	0.28439193976951	-0.0283415105592391	0.977389773246489	0.995162104024718	1322	1088	1491	1488	887	1513	1717	2275	1125	1767
"Solyc12g042210"	"Ethylene responsive transcription factor 2a "	726.088569652004	-0.0112637925525614	0.460617710888832	-0.0244536679469537	0.980490740273456	0.995667249037888	1540	743	858	187	470	684	723	365	925	1094
"Solyc02g084630"	"MADS-box transcription factor "	574.797873787952	-0.00920454378715811	0.360753155830229	-0.0255147976903348	0.979644345479976	0.995667249037888	695	996	758	382	605	518	366	270	551	724
"Solyc07g049490"	"Ethylene-responsive transcription factor 4 "	720.136134669686	0.00684503087369614	0.263648641766321	0.0259627010700213	0.979287088649507	0.995667249037888	667	538	535	773	580	785	930	910	856	657
"Solyc05g051200"	"Ethylene-responsive transcription factor 1A "	889.099644153102	0.0103606524248615	0.422227971705584	0.0245380531825256	0.980423430794315	0.995667249037888	608	971	669	878	1350	553	772	658	1595	698
"Solyc11g011770"	"Myb family transcription factor-like "	190.328990084719	-0.00831005477135801	0.399531695899453	-0.0207994881423609	0.983405606054776	0.996239933966736	181	124	81	289	191	158	185	262	225	202
"Solyc05g054650"	"Zinc finger transcription factor ZFP19 "	147.975051224979	-0.0217673087659606	1.1404348541487	-0.0190868497983685	0.984771821861234	0.996431306730063	8	190	9	552	184	92	110	213	50	3
"Solyc09g011780"	"MYB transcription factor "	154.735636606215	-0.00435565932326852	0.219743796954593	-0.0198215348220662	0.984185738953555	0.996431306730063	157	114	146	144	128	163	202	178	142	192
"Solyc08g067360"	"WRKY transcription factor 9 "	79.8751170672229	0.006622297006524	1.50001479949747	0.00441482111292673	0.996477493837946	0.999096182187527	0	336	20	326	13	16	11	58	11	1
"Solyc05g051380"	"AP2-like ethylene-responsive transcription factor At1g16060 "	5.38224136620165	-2.09975012591586	1.79172840847792	-1.17191317388309	0.241231917370365	NA	0	2	0	11	0	19	1	7	13	0
"Solyc09g089930"	"Ethylene responsive transcription factor 1a "	104.796527681118	-1.1593177768503	1.14812355877093	-1.00975001165497	NA	NA	30	75	37	595	41	41	61	115	2	6
"Solyc04g016000"	"Heat stress transcription factor "	41.3223198993966	-1.14234163455548	1.65751537185401	-0.689189164669837	NA	NA	2	35	0	260	22	3	42	26	2	0
"Solyc11g011740"	"Ethylene-responsive transcription factor 2 "	96.4444950998913	-1.09039357553869	0.69638686601334	-1.56578710592425	NA	NA	59	206	117	102	12	121	37	16	86	257
"Solyc03g062820"	"MADS-box transcription factor 15 "	6.6551074203148	-0.477290768804883	1.65000405159541	-0.289266422311742	0.772377505560115	NA	0	0	3	1	3	0	12	12	5	34
"Solyc10g076370"	"Ethylene-responsive transcription factor 13 "	9.03714651034934	-0.227279671683967	1.23381353619417	-0.184209092392547	0.853849426842949	NA	5	1	9	16	0	15	3	32	1	8
"Solyc02g036430"	"NAC-domain transcription factor "	6.71091270314465	-0.221158629450093	1.30842785356395	-0.169026231631871	0.865776008394973	NA	16	10	0	6	2	18	5	1	12	0
"Solyc02g062760"	"GATA transcription factor 19 "	7.02492722020194	0.153622988631069	1.31932110026792	0.116440939661976	0.907303090889039	NA	22	9	0	13	1	17	5	4	3	0
"Solyc02g093740"	"MYB transcription factor "	8.76082124559468	0.224979627177206	1.06934279508877	0.210390557836535	0.833362861496063	NA	2	11	7	9	4	17	28	3	7	0
"Solyc07g055000"	"Myb-related transcription factor "	8.81241153697736	0.257204533524875	1.3214585023646	0.194636860003274	0.845677244760955	NA	0	0	2	20	11	7	11	23	2	9
"Solyc02g062210"	"NAC transcription factor "	8.02764749449915	0.289501538775306	1.87575401233596	0.154338754906768	0.877342641386129	NA	0	0	5	0	24	17	2	13	14	0
"Solyc10g078670"	"BZIP transcription factor "	7.01385545309995	0.473548888536727	1.12017088391328	0.422747007030213	0.672479855155548	NA	0	13	1	15	10	3	15	2	4	6
"Solyc10g055550"	"BZIP family transcription factor "	7.59820943973769	0.496688325958607	1.38352625052602	0.35900173615771	0.719593790472074	NA	0	4	2	1	20	11	12	5	17	0
"Solyc05g051180"	"Ethylene-responsive transcription factor 2 "	6.74720909345851	1.00823489038125	1.08905664748027	0.92578737085346	0.354556491645142	NA	4	17	1	3	0	13	19	7	3	3
"Solyc03g117130"	"Ethylene-responsive transcription factor 4 "	8.92285200847173	1.22687350477234	1.17395473064912	1.04507735497941	0.29598721915059	NA	3	21	0	9	13	8	4	20	9	0
"Solyc03g123430"	"AP2-like ethylene-responsive transcription factor At1g16060 "	8.32028528622246	1.22847463567377	1.53727385042868	0.799125435803913	0.424217682122793	NA	0	19	0	13	1	6	22	17	5	0
"Solyc12g005800"	"MYB transcription factor MYB73 "	47.3404985657291	2.1411229859962	1.34569175803268	1.59109467172957	NA	NA	425	29	24	5	0	21	2	5	21	18
"Solyc12g049350"	"Myb 12 transcription factor "	59.1353744925782	2.62232282797031	1.18589251008785	2.21126519112263	NA	NA	503	13	5	14	27	26	17	30	36	0
"Solyc01g090340"	"Ethylene responsive transcription factor 1b "	279.350161661939	3.80149608357331	1.18806699146576	3.19973209497493	NA	NA	2698	122	2	8	146	136	49	37	35	11
